0,1,2,3,4,5,6,7
Pod Camps Bay,,1,"Just off the main drag of Camps Bay beachfront is this hip, 17-room boutique hotel run on green architectural principles (it has its own water supply, for example). From the road, you enter a starkly modern architectural space that opens out into a smart, spacious indoor-outdoor cocktail bar with a lap pool and a sea view. Toward the back of the hotel is a Zen dining room—a cool, tranquil space to sip on a coffee before stepping out into the glare of a sunny day on the beach. Rooms are decked out with every home comfort imaginable. It's a conveniently located bolthole, set back from the busy Camps Bay beachfront without missing out on the cool vibe and ocean views, especially if you don’t want to hire a car. Everything is within walking distance, and you’re on the bus route into the city and to the Waterfront.",[],"Cape Town, South Africa",https://www.cntraveler.com/hotels/cape-town/cape-town/pod-camps-bay,
Steenberg Farm - Hotel & Spa,,2,"This gem of a small hotel, housed in restored Cape Dutch heritage buildings, dates back to the late 17th-century. Steenberg is the oldest original wine farm in Constantia. Furthermore, it was the first farm in the Cape granted to a woman, Catherina Ras. From the entrance, a road winds up between prized vineyards against a rugged mountain backdrop (Steenberg translates to ""stone mountain"").",[],"Cape Town, South Africa",https://www.cntraveler.com/hotels/south-africa/south-africa/cape-town/steenberg-hotel-cape-town,
More Quarters Hotel,"Readers' Choice Awards, 2019. Readers' Choice Awards, 2020. Readers' Choice Awards, 2021.",2,"More Quarters offers the best of both worlds: apartment living with a slate of services and amenities. Suites feel like pied-a-terres, complete with kitchens, dining and lounging areas, and luxuriously appointed bedrooms and bathrooms. Breakfast is served in a plant-filled, botanical-themed space with magazines, newspapers, and a generous buffet of fresh juices, smoothies, and fruits. A daily-changing menu of hot specials ranges from fluffy omelettes to French toast.","[""Why did this hotel catch your attention? What's the vibe?\nThe More family has slowly acquired more and more of the original, heritage townhouses lining the cobbled lanes surrounding \nCape Cadogan\n, their boutique hotel in Gardens. The result is a private, immaculately kept village, of sorts, that incorporates a four-bedroom villa and More Quarters: self-catering suites of varying sizes and configurations, complete with a garden-themed breakfast room exclusively for guests. It’s like checking into a very well-equipped Airbnb—one that happens to have security, 24-hour service, a concierge desk, and a stellar hotel breakfast."", 'What type of travelers will you find here?\nIndependent, adventurous travelers already familiar with the city and what it has to offer, especially safari fans who’ve stayed at one of the More-owned safari lodges in South Africa or Zimbabwe.', 'Tell us all about the accommodations. Any tips on what to book?\nMore pied-à-terre than suite, our room was fully equipped with a kitchen, dining and lounging areas, and a luxuriously appointed bedroom and bathroom (with a shower only).', 'Drinking and dining—what are we looking at?\nBreakfast (included in the room rate) is served in a plant-filled, botanical-themed space with magazines, newspapers, and a generous buffet of fresh juices, smoothies, and fruits. A daily-changing menu of hot specials ranges from fluffy omelettes to French toast.', 'Any other hotel features worth noting?\nThe only thing that More Quarters doesn’t have is a pool, but they’re working on it.', ""Bottom line: Worth it? Why?\nWith so much to do and see in Cape Town, you won’t be spending much time here, but when you do return it’s got everything you need for a comfortable, surprisingly quiet stay. It's the best of both worlds: apartment living with hotel services and amenities.""]","2 Nicol St., Cape Town 8000, South Africa",https://www.cntraveler.com/hotels/cape-town/more-quarters-hotel,http://www.morequarters.co.za/
"Radisson Red Hotel, V&A Waterfront, Cape Town",,1,"A stone’s throw from the Zeitz MOCAA, the Radisson effectively enjoys the same prime location as the Silo Hotel. But that’s where similarities between the two end. The Radisson is like the cheeky upstart in the swanky Silo precinct. Marketed as millennial friendly, it’s surrounded by aspirational local brands, including design-savvy accessory and fashion labels, and art galleries. The Radisson Red signature red modern facade, with its rounded corners, looks a bit like a giant piece of Lego fell out of the sky. Much like the fun, playground interior with a refreshment station (help yourself to complimentary caramel popcorn, coffee, and freshly squeezed OJ), and row of computers.",[],"Cape Town, South Africa",https://www.cntraveler.com/hotels/cape-town/cape-town/radisson-red-hotel-vanda-waterfront-cape-town,
One&Only Cape Town,"Readers' Choice Awards, 2018. Readers' Choice Awards, 2019. Readers' Choice Awards, 2020. Readers' Choice Awards, 2021. Readers' Choice Awards, 2022. Readers' Choice Awards, 2023.",3,"Cape Town’s only urban resort, One&Only has a prime Waterfront location next door to the Two Oceans Aquarium and is within strolling distance of the Water Shed, an indoor market filled with must-have local designer brands. Much more of a resort than a hotel, it has space in abundance and everything is dramatically scaled, including the reception lobby leading into Vista Bar and Lounge, the social heart of the hotel where cocktails, high tea, and light meals are served in great style. Triple-volume glass windows frame views of Table Mountain, and the air is infused with a distinctive woody room fragrance—something you remember instantly as a returning guest. The spa is a destination in its own right, situated on its own island, with 12 treatment rooms, private wet areas, and a yoga pavilion in the garden. Make use of the spa thermal suites, even if you don’t book a spa treatment. His-and-hers hydrotherapy facilities each have a vitality pool, aroma-steam room, sauna, ice fountain and experience showers.",[],"Cape Town, South Africa",https://www.cntraveler.com/hotels/south-africa/south-africa/cape-town/one-only-cape-town,
Cape Grace,"Readers' Choice Awards, 2017. Readers' Choice Awards, 2018. Readers' Choice Awards, 2019. Readers' Choice Awards, 2020.",2,"Location with a capital L. A private quay location in Cape Town's Victoria & Alfred Waterfront still gives Cape Grace the edge on other luxury hotels in the city. With water on three sides, you could just as well be stepping aboard a cruise ship when you enter the lobby. A mass arrangement of proteas catches the eye, before welcoming staff invite you to one of the informal check-in desks.","[""Start us off with an overview.\nA private quay location, overlooking the international yacht basin, in Cape Town's V&A Waterfront still gives Cape Grace the edge on other hotels in the harbor. It’s never missed a beat, since opening over 20 years ago. Mass arrangements of proteas and fynbos by the in-house florist catch the eye as you enter the lobby, which is warmly decorated—leather sofas, bespoke tapestries and handwoven carpets—and richly details the city’s maritime history."", 'Sounds pretty dreamy—like a little hotel peninsula! What’s the crowd like?\nSleek, khaki-clad Americans, post-safari; happy families.', 'Onto the good stuff: Tell us about your room.\nIt’s almost impossible to be allocated a room without a view, since the hotel is surrounded by the international yacht basin, Table Bay, and Signal Hill. The 122 rooms are spacious with a view through French doors of either the mountain and boats or the activity of the working harbor. Individually decorated, each room reflects its sense of place with richly detailed interiors characterized by hand-painted fabrics, original ship manifests, authentic shipwreck salvaged goods, original Cape Dutch antiques, and handcrafted chandeliers. Design company African Sketchbook commissioned artists from the city’s townships to paint fabrics for curtains and bedspreads with bespoke designs depicting Cape flora, local landscapes and nautical scenes. The yellowwood and stinkwood antiques form one of the most comprehensive public antique furniture collections owned by a hotel in South Africa. Most recently I checked into a two-bedroom family suite (there are also three-bedroom ones) with two teens. It had a kitchenette, as well as a dining room and lounge, with a bedroom en suite on either end, all leading onto a central balcony overlooking the harbor.', 'Any other little details you loved?\nPersonal service stands out—from the get-go, staff greet you by name and remember which wines you enjoy, where you prefer to sit for breakfast, and how you take your coffee. Wi-Fi is free, plus gaming consoles, DVDs, board games and books for the kids. Africana books from the hotel’s extensive library add a scholarly touch to the rooms, an espresso machine and fully stocked mini bar with fresh milk and homemade snacks in the kitchenette.', 'How about the room service and food: Worth it?\nAn excellent buffet-style hotel breakfast, included in the room rate, is served in Signal, the hotel’s only restaurant. At lunch and dinner, the food reflects the Cape Malay heritage of many of the staff. A typical dish of executive chef Malika van Reenen, who fell in love with her Cape Malay heritage at her granny’s stove, is butter curry risotto with spiced line fish and grilled prawns. The entire Waterfront is within walking distance, so you’re not limited to the hotel restaurant.', 'Wood-paneled Bascule, the hotel’s intimate whisky bar, is fashioned like a ship’s galley. Tables on the quay overlook the yacht basin; live music often adds to the lively atmosphere. Informal whisky tastings are held most nights, and there’s an all-day menu of tapas, burgers and salads.', 'Tell us about the staff, too; did anyone really impress you?\nOne of Cape Town’s most experienced head pastry chefs is Lorraine Meaney, who has elevated traditional afternoon tea in the hotel’s library to a world-class standard, thanks to her elaborate patisserie, savory treats, and luscious cakes. Served individually rather than buffet style, her creations taste as delicious as they look. Breakfast pastries are just as good.', ""Any other features you want to shout out?\nThe traditional afternoon tea served at a table in the hotel’s library offers the best value in town—dainty patisserie, savory treats and mini-cakes, each a work of art, but also tasty. The kitchen’s breakfast pastries are definitely worth the calories—best almond croissant in Cape Town. The top-floor spa is a sanctuary of calm, has Table Mountain views and does brilliant massages. Although there isn’t a garden, there is a pool deck with sun loungers. There's also a small gym and underground parking."", 'Bottom line: worth it, and why?\nAll the advantages of a five-star hotel without losing touch with the Waterfront’s working harbor origins—fishing trawlers and tugs come and go and the dry docks always busy. Although on a private quay, all the shops, markets, restaurants and other tourist attractions of the Waterfront are an easy, safe stroll from the hotel’s entrance.']","West Quay Rd., Cape Town, South Africa",https://www.cntraveler.com/hotels/south-africa/cape-town/cape-grace-cape-town,http://www.capegrace.com/#/en/Home
Amankila,"Readers' Choice Awards, 2018. Readers' Choice Awards, 2021. Readers' Choice Awards, 2022.",3,"Wend your way to Bali’s less-explored and truly rural east coast; just after the almost-hidden sign for Amankila has nudged you to turn off the road, the dramatic, watery horizon comes into view. With greenery stretching for miles below and the island of Nusa Penida in the distance, this is the paradise travelers dream of—a world away from traffic-clogged, built-up Seminyak and Nusa Dua. Staggered on a hillside frothing with frangipani and bougainvillea are 34 standalone alang-alang-roofed villa suites. Even the entry-level Garden Suites are a cut above, but for a truly unforgettable experience, the Kilasari Suite, named after Amankila’s main temple, has a lovely sea-view infinity pool. There’s no dazzling you with hi-tech frippery; rather, here the luxury is a feeling that comes from having your own villa and private terrace. Rooms have sophisticated furniture with inlaid coconut and shell, and the ensuite bathrooms are nearly as large as the sleeping quarters. Order a mangosteen martini to toast your unmistakably Balinese setting—and your good fortune to be staying at an Aman. Then, in the open-air restaurant, feast on just-caught seafood, suckling pig, satay skewers, and sambals. One of the original Aman resorts, its name means “peaceful hill,” and it remains as charming as ever.",[],"Bali, Indonesia",https://www.cntraveler.com/hotels/indonesia/kusamba/amankila-bali,
Six Senses Uluwatu,"Readers' Choice Awards, 2019. Readers' Choice Awards, 2020. Readers' Choice Awards, 2022.",3,"From the moment you arrive, you feel like you’re teetering at the edge of the earth. Six Senses Uluwatu is a fan-shaped property built into a high clifftop on Bali’s southern coast, behind which lies the pool to end all debates about the world’s best pool, with an infinity-edged blue swath of water that extends to meet sky and clouds. Six Senses is a wellness pioneer in the hospitality industry; given that Bali is a mecca for health-seekers, they bring their A-game here with a long menu of spa treatments, an Integrated Wellness Screening, and an organic kitchen garden.",[],"Uluwatu, Bali, Indonesia",https://www.cntraveler.com/hotels/badung/six-senses-uluwatu,
Hotel Tugu Bali,"Readers' Choice Awards, 2021. Readers' Choice Awards, 2023.",2,"Walking into Hotel Tugu Bali instantly transports you to Indonesia of the past. In the dimly lit lobby, you suddenly realize you're standing under a massive carved wooden pagoda of sorts, which is in fact a 150-year-old sacred ceremonial hall that was transported piece by piece from a village in central Bali. It is one of literally thousands of priceless pieces that the owner, the biggest collector of Indonesian antiquities in the country, has installed here on the edge of Batu Bolong beach in Canggu. It’s all part of the intention to preserve Indonesia’s near-forgotten cultures (Tugu means “monument”). And it’s just the tip of the iceberg. Rooms are comprised of different villas, many of them based on Javanese wooden houses, and each of them utterly unique. (The Rejang Suite, on the upper floors of a Javanese house, for example, has rich antique wooden floors, a carved four-poster bed, a kind of rustic sun porch lined with wood-paneled windows of colored glass that overlook the garden.)",[],"Bali, Indonesia",https://www.cntraveler.com/hotels/canggu/hotel-tugu-bali,
Capella Ubud Bali,"Readers' Choice Awards, 2019. Readers' Choice Awards, 2020. Readers' Choice Awards, 2021. Readers' Choice Awards, 2022. Readers' Choice Awards, 2023.",3,"The only luxury retreat in the Keliki Valley, Capella Ubud is easily missed—only the eagle-eyed might spot the dark pitched roofs of the 23 tents, which perch on this steep patch of jungle by the river. If you’re especially sharp-focused, you might even spot brass monkey statues among all the fronds and foliage; they're the first clue that the imaginative designer Bill Bensley has been at play here in Bali's leafy center. Step inside the front portico and you'll be transported back to the early 19th century.","['Set the scene.\nDeep in the higgledy-piggledy Keliki Valley, Capella Ubud is easily missed—only the eagle-eyed might spot the dark pitched roofs of tents beside a river in this steep patch of Balinese jungle. Brass monkey statues among the foliage are the first clue that imaginative designer Bill Bensley has been at play here. Step inside the front portico and the immersive, theatrical experience begins, transporting guests back to the early 19th century and the era of spice-trade explorers.', ""What's the story?\nIt’s the first hotel from Suwito Gunawan, a Jakarta steel magnate, who wisely asked Bensley (the designer behind Shinta Mani Wild, \nThe Siam\n, and the \nInterContinental Danang\n) to take over the creative reins—the two met while antique-hunting in the Netherlands. Bensley took inspiration from Marco Polo's expedition from China to Indonesia, as well as 19th-century Danish explorer Mads Johansen Lange (the restaurant is named after him), who was nicknamed The White Rajah of Bali and became a successful trader in coffee, rice, and spices."", 'What can we expect in our room?\nEach tent has an individual personality with curios that match; the Cartographer’s Tent has parchment, compasses, and telescopes; the Carpenter’s Tent has all sorts of artisan tools; the Princess Tent has a dramatic four-poster bed, fabric cascading down from the roof. Balinese culture is in evidence in the handmade batiks and ikat textiles; and there are treasures from Dutch auctions and Balinese antique stores.', 'How about the food and drink?\nThere are two restaurants. Api Jiwa is a Japanese robatayaki restaurant with eight- to 10-course tasting menus, with cuts of seafood and meat seared on the grill then customized with spices. In the Mads Lange bistro, plates include crab tacos, Wagyu brisket, duck in coconut bark, and red snapper. Aussie chef Matthew McCool’s methods are local and sustainable—and cocktails are often house brewed and barrel aged. Try The Cistern, made with vodka-infused yogurt, almond syrup, cardamom, and rose water. The Sunday jazz brunch is pretty special.', 'Anything to say about the service?\nThe friendly and well-trained staff seem genuinely delighted to work here—and around 60 percent of them come from the immediate area.', 'Anything else we should know?\nThere’s also a gym, a tented spa, and a pool—in what looks like a giant cistern.', 'Is it worth it?\nIt’s expensive but truly one of a kind—and a successful modernization of a colonial style that’s rare for \nBali\n.']","Jl. RY Dalem, Ubud, Bali 80561, Indonesia",https://www.cntraveler.com/hotels/ubud/capella-ubud-bali,https://www.capellahotels.com/en/capella-ubud
Alila Villas Uluwatu,"Readers' Choice Awards, 2017. Readers' Choice Awards, 2019. Readers' Choice Awards, 2020. Readers' Choice Awards, 2023.",2,"The striking latticework rectangles of Alila Uluwatu, an all-villa resort set high on a cliff on the Bukit Peninsula, has become an icon for contemporary Bali. This Indonesian island is less about the beaches, more about the balés—sure, you can find tempting stretches of sand, but you couldn’t do better than settling into a cabana by the infinity pool here to enjoy those Indian Ocean panoramas. And if you do need to dip your feet into the sea, it’s only 600 steps down the cliff-hugging stairway to get to it. Spacious stand-alone suites have inviting daybeds by floor-to-ceiling glass walls, which open out to private pools. Bathroom are outfitted with a large tub, his-and-hers toiletries, and all the amenities you could dream of. Service here is inspired; at check-in, you'll be asked whether you’d like it invisible or extra-attentive—categorized into ""private,"" ""discreet,"" or ""indulgent."" Your private butler is a tablet click away.",[],", Bali, Bali, Indonesia",https://www.cntraveler.com/hotels/indonesia/indonesia/ungasan/alila-villas-uluwatu,
